model,tau,final_disagreement,convergence_time,initial_centroid_x,initial_centroid_y,final_centroid_x,final_centroid_y
full_state_delay,0.294524311274,1.78415833104e-10,9.06,0.166666666667,0.0833333333333,0.166666666667,0.0833333333333
neighbor_only_delay,0.294524311274,1.85216203982e-11,8.45,0.166666666667,0.0833333333333,0.166666666667,0.0833333333333
