"extension","model","tau","tau_over_taucrit","formation_center_x","formation_center_y","k_anchor","final_formation_error","final_centroid_x","final_centroid_y","path_length_mean"
"rigid_formation","full_state","0.157079632679","0.4","1","1","0.45","5.17457523611e-13","0.999999961623","0.999999962973","5.11729568132"
