"extension","model","tau","tau_over_taucrit","leader_index","k_leader","tail_leader_tracking_error","tail_follower_spread","final_disagreement","path_length_mean"
"leader_follower_moving_target","neighbor_only","0.157079632679","0.4","1","1.4","0.231766819968","0.277561619739","0.501020819478","14.6202754005"
