"extension","model","tau","tau_over_taucrit_reference","min_obstacle_clearance","total_avoidance_activations","final_disagreement","max_disagreement","convergence_time","path_length_mean"
"switching_obstacle_avoidance","full_state","0.157079632679","0.4","0.195676358356","9510","0.58938272844","3.40444970264","NaN","41.9822099716"
"switching_obstacle_avoidance","neighbor_only","0.157079632679","0.4","0.0767402376679","9699","0.348801297833","3.40444970264","NaN","40.3727473398"
