"model","tau","tau_crit","tau_over_taucrit","final_disagreement","max_disagreement","convergence_time","final_centroid_x","final_centroid_y","path_length_mean"
"full_state","0.11780972451","0.392699081699","0.3","2.6758750652e-08","3.40444970264","11.72","0.356327855051","0.328194159846","4.84657151196"
