"model","tau","tau_crit_reference","tau_over_taucrit_reference","final_disagreement","max_disagreement","convergence_time","final_centroid_x","final_centroid_y","path_length_mean"
"neighbor_only","0.11780972451","0.392699081699","0.3","9.9773914843e-06","3.40444970264","16.88","0.356715992499","0.349981076112","4.74953920679"
