"extension","model","tau","tau_over_taucrit_reference","communication_radius","min_lambda2","mean_num_edges","final_disagreement","max_disagreement","convergence_time","path_length_mean"
"switching_geometric_graph","neighbor_only","0.157079632679","0.4","4.8","0.721586390504","14.8889382497","1.48129543087e-09","3.40444970264","2.98","3.51376770593"
