"model","tau","tau_crit","tau_over_taucrit","final_disagreement","max_disagreement","convergence_time","final_centroid_x","final_centroid_y","path_length_mean"
"full_state","0.11780972451","0.392699081699","0.3","8.3343835558e-09","3.40444970264","6.22","0.284499587208","0.107804384134","4.04848907465"
