"model","tau","tau_crit_reference","tau_over_taucrit_reference","final_disagreement","max_disagreement","convergence_time","final_centroid_x","final_centroid_y","path_length_mean"
"neighbor_only","0.11780972451","0.392699081699","0.3","9.47695888507e-09","3.40444970264","7.42","0.279040275765","0.121650581469","3.9898427297"
